1,1,2017-07-16,21:43:58,651,-7:00,192.168.0.26,68,192.168.0.25,67,UDP,RX,01010600479C644700000000C0A8001B000000000000000000000000080027E06CB600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501073604C0A800013D110152415320080027E06CB6000000000000FF00000000000000000000000000000000000000000000000000000000000000,300
2,2,2017-07-16,21:44:18,450,-7:00,0.0.0.0,68,192.168.0.25,67,UDP,RX,01010600D14C244E0000800000000000000000000000000000000000080027E06CB600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501033D0701080027E06CB63204C0A8001A0C0861646D696E2D5043510B00000061646D696E2D50433C084D53465420352E30370C010F03062C2E2F1F2179F92BFF,306
3,3,2017-07-16,21:44:18,574,-7:00,192.168.0.1,67,192.168.0.25,68,UDP,RX,02010600D14C244E0000800000000000000000000000000000000000080027E06CB600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501063604C0A80001FF00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,548
4,4,2017-07-16,21:44:18,657,-7:00,0.0.0.0,68,192.168.0.25,67,UDP,RX,010106008904DF890000800000000000000000000000000000000000080027E06CB600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501013D0701080027E06CB60C0861646D696E2D50433C084D53465420352E30370C010F03062C2E2F1F2179F92BFF00000000000000000000000000,300
5,5,2017-07-16,21:44:19,182,-7:00,192.168.0.1,67,192.168.0.25,68,UDP,RX,020106008904DF890000800000000000C0A8001B0000000000000000080027E06CB600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501023604C0A800013304000151800104FFFFFF000304C0A800010604C0A80001FF00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,548
6,6,2017-07-16,21:44:19,245,-7:00,0.0.0.0,68,192.168.0.25,67,UDP,RX,010106008904DF890000800000000000000000000000000000000000080027E06CB600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501033D0701080027E06CB63204C0A8001B3604C0A800010C0861646D696E2D5043510B00000061646D696E2D50433C084D53465420352E30370C010F03062C2E2F1F2179F92BFF,312
7,7,2017-07-16,21:44:19,385,-7:00,192.168.0.1,67,192.168.0.25,68,UDP,RX,020106008904DF890000800000000000C0A8001B0000000000000000080027E06CB600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501053604C0A800013304000151800104FFFFFF000304C0A800010604C0A80001FF00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,548
8,8,2017-07-16,21:44:21,682,-7:00,192.168.0.27,68,192.168.0.25,67,UDP,RX,010106000AF0E0FF0000800000000000000000000000000000000000080027E06CB600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501014D0E525241532E4D6963726F736F66747401013D110152415320080027E06CB60000000000000C0861646D696E2D50433C084D53465420352E30370C010F03062C2E2F1F2179F92BFF,316
9,9,2017-07-16,21:44:21,838,-7:00,192.168.0.1,67,192.168.0.25,68,UDP,RX,020106000AF0E0FF0000800000000000C0A8001B0000000000000000080027E06CB600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501023604C0A8000133040001517E0104FFFFFF000304C0A800010604C0A80001FF00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,548
10,10,2017-07-16,21:44:21,901,-7:00,192.168.0.27,68,192.168.0.25,67,UDP,RX,010106000AF0E0FF0000800000000000000000000000000000000000080027E06CB600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501034D0E525241532E4D6963726F736F66743D110152415320080027E06CB60000000000003204C0A8001B3604C0A800010C0861646D696E2D5043510B08000061646D696E2D50433C084D53465420352E30370C010F03062C2E2F1F2179F92BFF,338
11,11,2017-07-16,21:44:22,41,-7:00,192.168.0.1,67,192.168.0.25,68,UDP,RX,020106000AF0E0FF0000800000000000C0A8001B0000000000000000080027E06CB600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501053604C0A800013304000151800104FFFFFF000304C0A800010604C0A80001FF00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,548
12,12,2017-07-16,21:44:22,697,-7:00,192.168.0.27,68,192.168.0.25,67,UDP,RX,01010600882A371100000000C0A8001B000000000000000000000000080027E06CB600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501083D0701080027E06CB60C0861646D696E2D50433C084D53465420352E30370D010F03062C2E2F1F2179F92BFCFF000000000000000000000000,300
13,13,2017-07-16,21:44:25,698,-7:00,192.168.0.27,68,192.168.0.25,67,UDP,RX,01010600882A371103000000C0A8001B000000000000000000000000080027E06CB600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501083D0701080027E06CB60C0861646D696E2D50433C084D53465420352E30370D010F03062C2E2F1F2179F92BFCFF000000000000000000000000,300
14,14,2017-07-16,21:46:14,479,-7:00,192.168.0.27,68,192.168.0.25,67,UDP,RX,01010600B9AC348100000000C0A8001B000000000000000000000000080027E06CB600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501073604C0A800013D110152415320080027E06CB6000000000000FF00000000000000000000000000000000000000000000000000000000000000,300
15,15,2017-07-16,21:47:43,385,-7:00,0.0.0.0,68,192.168.0.25,67,UDP,RX,010106007335B29B0000800000000000000000000000000000000000080027E06CB600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501013D0701080027E06CB60C0861646D696E2D50433C084D53465420352E30370C010F03062C2E2F1F2179F92BFF00000000000000000000000000,300
16,16,2017-07-16,21:47:43,979,-7:00,192.168.0.1,67,192.168.0.25,68,UDP,RX,020106007335B29B0000800000000000C0A8001B0000000000000000080027E06CB600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501023604C0A800013304000151800104FFFFFF000304C0A800010604C0A80001FF00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,548
17,17,2017-07-16,21:47:44,57,-7:00,0.0.0.0,68,192.168.0.25,67,UDP,RX,010106007335B29B0000800000000000000000000000000000000000080027E06CB600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501033D0701080027E06CB63204C0A8001B3604C0A800010C0861646D696E2D5043510B00000061646D696E2D50433C084D53465420352E30370C010F03062C2E2F1F2179F92BFF,312
18,18,2017-07-16,21:47:44,182,-7:00,192.168.0.1,67,192.168.0.25,68,UDP,RX,020106007335B29B0000800000000000C0A8001B0000000000000000080027E06CB600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501053604C0A800013304000151800104FFFFFF000304C0A800010604C0A80001FF00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,548
19,19,2017-07-16,21:47:46,57,-7:00,192.168.0.27,68,192.168.0.25,67,UDP,RX,0101060013BF914B0000800000000000000000000000000000000000080027E06CB600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501014D0E525241532E4D6963726F736F66747401013D110152415320080027E06CB60000000000000C0861646D696E2D50433C084D53465420352E30370C010F03062C2E2F1F2179F92BFF,316
20,20,2017-07-16,21:47:46,432,-7:00,192.168.0.1,67,192.168.0.25,68,UDP,RX,0201060013BF914B0000800000000000C0A8001A0000000000000000080027E06CB600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501023604C0A800013304000151800104FFFFFF000304C0A800010604C0A80001FF00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,548
21,21,2017-07-16,21:47:46,494,-7:00,192.168.0.27,68,192.168.0.25,67,UDP,RX,0101060013BF914B0000800000000000000000000000000000000000080027E06CB600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501034D0E525241532E4D6963726F736F66743D110152415320080027E06CB60000000000003204C0A8001A3604C0A800010C0861646D696E2D5043510B08000061646D696E2D50433C084D53465420352E30370C010F03062C2E2F1F2179F92BFF,338
22,22,2017-07-16,21:47:46,636,-7:00,192.168.0.1,67,192.168.0.25,68,UDP,RX,0201060013BF914B0000800000000000C0A8001A0000000000000000080027E06CB600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501053604C0A800013304000151800104FFFFFF000304C0A800010604C0A80001FF00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,548
23,23,2017-07-16,21:47:47,276,-7:00,192.168.0.27,68,192.168.0.25,67,UDP,RX,010106006BC1EC5E00000000C0A8001B000000000000000000000000080027E06CB600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501083D0701080027E06CB60C0861646D696E2D50433C084D53465420352E30370D010F03062C2E2F1F2179F92BFCFF000000000000000000000000,300
24,24,2017-07-16,21:47:50,260,-7:00,192.168.0.27,68,192.168.0.25,67,UDP,RX,010106006BC1EC5E03000000C0A8001B000000000000000000000000080027E06CB600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501083D0701080027E06CB60C0861646D696E2D50433C084D53465420352E30370D010F03062C2E2F1F2179F92BFCFF000000000000000000000000,300
25,25,2017-07-16,21:50:33,479,-7:00,192.168.0.27,68,192.168.0.25,67,UDP,RX,01010600740FDDD900000000C0A8001B000000000000000000000000080027E06CB600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501083D0701080027E06CB60C0861646D696E2D50433C084D53465420352E30370D010F03062C2E2F1F2179F92BFCFF000000000000000000000000,300
26,26,2017-07-16,21:50:36,463,-7:00,192.168.0.27,68,192.168.0.25,67,UDP,RX,01010600740FDDD903000000C0A8001B000000000000000000000000080027E06CB600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501083D0701080027E06CB60C0861646D696E2D50433C084D53465420352E30370D010F03062C2E2F1F2179F92BFCFF000000000000000000000000,300
27,27,2017-07-16,21:52:38,526,-7:00,192.168.0.27,68,192.168.0.25,67,UDP,RX,010106006D7CEDEF00000000C0A8001B000000000000000000000000080027E06CB600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501083D0701080027E06CB60C0861646D696E2D50433C084D53465420352E30370D010F03062C2E2F1F2179F92BFCFF000000000000000000000000,300
28,28,2017-07-16,21:52:41,525,-7:00,192.168.0.27,68,192.168.0.25,67,UDP,RX,010106006D7CEDEF03000000C0A8001B000000000000000000000000080027E06CB600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501083D0701080027E06CB60C0861646D696E2D50433C084D53465420352E30370D010F03062C2E2F1F2179F92BFCFF000000000000000000000000,300
29,29,2017-07-16,21:53:59,792,-7:00,0.0.0.0,68,192.168.0.25,67,UDP,RX,01010600722CC2F8000000000000000000000000000000000000000034363B303F9200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501033707017903060F77FC390205DC3D070134363B303F923204C0A8001133040076A7000C066950686F6E65FF0000000000000000000000000000,300
30,30,2017-07-16,21:55:10,526,-7:00,192.168.0.27,68,192.168.0.25,67,UDP,RX,010106007722374400000000C0A8001B000000000000000000000000080027E06CB600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501083D0701080027E06CB60C0861646D696E2D50433C084D53465420352E30370D010F03062C2E2F1F2179F92BFCFF000000000000000000000000,300
31,31,2017-07-16,21:55:13,510,-7:00,192.168.0.27,68,192.168.0.25,67,UDP,RX,010106007722374403000000C0A8001B000000000000000000000000080027E06CB600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501083D0701080027E06CB60C0861646D696E2D50433C084D53465420352E30370D010F03062C2E2F1F2179F92BFCFF000000000000000000000000,300
